Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,Choice Id,Choice Text,Choice Active Status,Kannada,Hindi,Tamil,Telugu,Bangla,Odiya,Assamese - Ahomia,
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,1836,Others,2,Others - ಇತರೆ,Others - ,Others - பிற,Others - ఇతరులు,Others - অন্যরা,,Others - অন্যান্য,
37,Child Annual Information,179,Whether child getting ECE?,R,2,1837,Don't Know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know - తెలియదు,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
37,Child Annual Information,179,Whether child getting ECE?,R,2,1838,Not Applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable -  వర్తించదు,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
37,Child Annual Information,179,Whether child getting ECE?,R,2,1839,Others,2,Others - ಇತರೆ,Others - अन्य,Others - பிற,Others - ఇతరులు,Others - অন্যরা,,Others - অন্যান্য,
37,Child Annual Information,180,Is the child Challenged?,R,2,1840,Don't Know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know - తెలియదు,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
37,Child Annual Information,180,Is the child Challenged?,R,2,1841,Not Applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable - వర్తించదు,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
37,Child Annual Information,180,Is the child Challenged?,R,2,1842,Others,2,Others - ಇತರೆ,Others - अन्य,Others - பிற,Others - ఇతరులు,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্যান্য,
37,Child Annual Information,181,Is the child Chronically ill?,R,2,1843,Don't Know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know - తెలియదు,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
37,Child Annual Information,181,Is the child Chronically ill?,R,2,1844,Not Applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable - వర్తించదు,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
37,Child Annual Information,181,Is the child Chronically ill?,R,2,1845,Others,2,Others - ಇತರೆ,Others - अन्य,Others - பிற,Others - ఇతరులు,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্যান্য,
37,Child Annual Information,182,Is the child Terminally ill?,R,2,1846,Don't Know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know -  తెలియదు,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
37,Child Annual Information,182,Is the child Terminally ill?,R,2,1847,Not Applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable -  వర్తించదు,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
37,Child Annual Information,182,Is the child Terminally ill?,R,2,1848,Others,2,Others - ಇತರೆ,Others - अन्य,Others - பிற,Others - ఇతరులు,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্যান্য,
2,School Level Information,85,Separate Science teachers,S,2,1849,99-Not Applicable,2,99-Not Applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது ,99-Not Applicable - వర్తించదు,99-Not Applicable - অপ্রাপ্য,99-Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়,
2,School Level Information,86,Separate Language teachers,S,2,1850,99-Not Applicable,2,99-Not Applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது ,99-Not Applicable - వర్తించదు,99-Not Applicable - অপ্রাপ্য,99-Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,1851,Don't Know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know - తెలియదు,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,1852,Not Applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable - వర్తించదు,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
2,School Level Information,87,Separate teachers for SST,S,2,1853,99-Not Applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not applicable - लागू नहीं,Not applicable  - பொருந்தாது ,Not applicable - వర్తించదు,99-Not Applicable - অপ্রাপ্য,99-Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,1854,Others,2,Others - ಇತರೆ,Others -  अन्य,Others - பிற,Others -  ఇతరులు,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্যান্য,
37,Child Annual Information,184,Current Location of child,S,2,1855,Don't Know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know - తెలియదు,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
37,Child Annual Information,184,Current Location of child,S,2,1856,Not Applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not Applicable - लागू नहीं ,Not Applicable - பொருந்தாது ,Not Applicable -  వర్తించదు,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
2,School Level Information,84,Separate mathematics teachers,S,2,1857,99-Not Applicable,2,99-Not Applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது ,99-Not Applicable - వర్తించదు,99-Not Applicable - অপ্রাপ্য,99-Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়,
2,School Level Information,93,Mid Day meal cook available,S,2,1858,99-Not Applicable,2,99-Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,99-Not Applicable - लागू नहीं,99-Not applicable - பொருந்தாது ,99-Not applicable - వర్తించదు,99-Not Applicable - অপ্রাপ্য,99-Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়,
2,School Level Information,94,Mid Day meal helper available,S,2,1859,99-Not Applicable,2,99-Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது ,99-Not Applicable - వర్తించదు,99-Not Applicable - অপ্রাপ্য,99-Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,456,Highest Class passed Husband,S,2,1860,Don't Know,2,Don't Know - ಗೊತ್ತಿಲ್ಲ,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
2,School Level Information,95,Separate cleaning staff for MDM,S,2,1862,99-Not Applicable,2,99-Not Applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது ,99-Not Applicable - వర్తించదు,99-Not Applicable - অপ্রাপ্য,99-Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়,
2,School Level Information,104,Separate kitchen with shed,R,2,1863,99-Not Applicable,2,99-Not Applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது ,99-Not Applicable - వర్తించదు,99-Not Applicable - অপ্রাপ্য,99-Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়,
2,School Level Information,107,Availability of Electricity,R,2,1864,"Yes, Supply full time",2,"Yes, Supply full time - ಹೌದು, ನಿಯಮಿತವಾಗಿರುವ ಪೂರೈಕೆ","Yes, Supply full time - हाँ, पूर्णकालिक","Yes, Supply full time - ஆம், எல்லா நேரமும் ","Yes, Supply full time - అవును, కాని అంతరాయపూరిత సరఫరా  ",,,,
2,School Level Information,109,Availability of Science lab,R,2,1865,99-Not Applicable,2,99-Not Applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது ,99-Not Applicable - వర్తించదు,99-Not Applicable - অপ্রাপ্য,99-Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,461,Residential Status,S,2,1868,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,462,Month of in migration or out migration,S,2,1871,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,462,Month of in migration or out migration,S,2,1872,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,465,MCP/MCH card available,S,2,1874,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,466,"Reasons, if not available",S,2,1877,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,471,"If no,Reason for not registering in 3 months",S,2,1879,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,486,1st ANC Urine Albumin,R,2,1882,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,487,1st ANC Urine Sugar,R,2,1885,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,487,1st ANC Urine Sugar,R,2,1886,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,487,1st ANC Urine Sugar,R,2,1887,Others,2,Others,Others - अन्य,Others - பிற,Others,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্যান্য,
57,Pregnant Women,491,1st ANC Identified as High Risk,S,2,1888,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,492,1st ANC High Risk Referred,R,2,1889,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,493,1st ANC supplementary nutrition available,S,2,1890,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,500,2nd ANC Urine Albumin,S,2,1892,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,,
57,Pregnant Women,500,2nd ANC Urine Albumin,S,2,1893,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,,
57,Pregnant Women,501,2nd ANC Urine sugar,S,2,1894,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,,
57,Pregnant Women,501,2nd ANC Urine sugar,S,2,1895,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,,
57,Pregnant Women,505,2nd ANC - Identified as High Risk,R,2,1896,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,,
57,Pregnant Women,506,2nd ANC - High Risk Referred,S,2,1897,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,,
57,Pregnant Women,507,2nd ANC - Supplementary Nutrition Available,S,2,1898,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,,
57,Pregnant Women,508,MCP/ MCH Card updated - 2nd Trimester,R,2,1899,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,,
57,Pregnant Women,508,MCP/ MCH Card updated - 2nd Trimester,R,2,1900,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,,
57,Pregnant Women,519,3rd ANC - Identified as High Risk,S,2,1901,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,522,MCP/ MCH Card updated - 3rd Trimester,S,2,1902,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,522,MCP/ MCH Card updated - 3rd Trimester,S,2,1903,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,533,4th ANC - Identified as High Risk,S,2,1904,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,534,4th ANC - High Risk Referred,S,2,1905,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,536,Miscarriage or Abortion,S,2,1906,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,536,Miscarriage or Abortion,S,2,1907,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable -  பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,537,Status of Birth,R,2,1908,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,Don't Know - ଜଣା ନାହିଁ,Don't Know - একো নাজানো।,
57,Pregnant Women,537,Status of Birth,R,2,1909,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,539,Place of Delivery,S,2,1911,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable -  தெரியாது ,Not Applicable,Not Applicable - অপ্রাপ্য,,Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,540,Type of delivery,S,2,1912,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,,Don't Know - একো নাজানো।,
57,Pregnant Women,540,Type of delivery,S,2,1913,Not Applicable,2,Not Applicable,Not Applicable - लागू नहीं,Not Applicable - பொருந்தாது ,Not Applicable,Not Applicable - অপ্রাপ্য,,Not Applicable - প্রযোজ্য নহয়,
57,Pregnant Women,541,Received free transportation from Government,S,2,1914,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,,Don't Know - একো নাজানো।,
57,Pregnant Women,542,Received financial assistance from Government,S,2,1915,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,,Don't Know - একো নাজানো।,
57,Pregnant Women,544,Home delivery assisted by,S,2,1916,Don't Know,2,Don't Know,Don't Know - नहीं जानते,Don't Know -  தெரியாது ,Don't Know,Don't Know - জানি না / কোন তথ্য নেই,,Don't Know - একো নাজানো।,
69,Testing Form,619,drop down list,S,2,1917,Yes,0,,,,,,,,
69,Testing Form,619,drop down list,S,2,1918,No,0,,,,,,,,
3,Anganwadi Centre Information,117,Additional AWW cum Nutrition Counsellor available,R,2,1922,Others,2,Others - ಇತರೆ,Others - अन्य,Others - பிற,Others - ఇతరులు,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্যান্য,
3,Anganwadi Centre Information,117,Additional AWW cum Nutrition Counsellor available,R,2,1924,Don't know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know -नहीं जानते,Don't know -  தெரியாது ,Don't know -తెలియదు,Don't know - জানি না / কোন তথ্য নেই,Don't know - ଜଣା ନାହିଁ,Don't know - একো নাজানো।,
3,Anganwadi Centre Information,128,Own Building available,R,2,1927,Not Applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable - వర్తించదు,Not Applicable - অপ্রাপ্য,Not Applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not Applicable - প্রযোজ্য নহয়,
3,Anganwadi Centre Information,128,Own Building available,R,2,1928,Others,2,Others - ಇತರೆ,Others - अन्य,Others - பிற,Others - ఇతరులు,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্যান্য,
3,Anganwadi Centre Information,128,Own Building available,R,2,1929,Don't know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know - తెలియదు,Don't know - জানি না / কোন তথ্য নেই,Don't know - ଜଣା ନାହିଁ,Don't know - একো নাজানো।,
3,Anganwadi Centre Information,133,Water available in toilets,R,2,1933,Not applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable - ,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়,
3,Anganwadi Centre Information,133,Water available in toilets,R,2,1934,Don't know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know - ,Don't know - জানি না / কোন তথ্য নেই,Don't know - ଜଣା ନାହିଁ,Don't know - একো নাজানো।,
3,Anganwadi Centre Information,133,Water available in toilets,R,2,1935,Others,2,Others - ಇತರೆ,Others - अन्य,Others - பிற,Others - ,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,Others - অন্যান্য,
1,Health Centre Survey,197,Functional NRC MTC available,R,2,1937,Not applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable - వర్తించదు,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়,
1,Health Centre Survey,198,Medical Officer available,R,2,1939,yes,2,Yes - ಹೌದು,Yes - हाँ ,Yes - ஆம் ,Yes - ఉన్నది,yes - হাঁ,yes - ହଁ,yes - হয়,
1,Health Centre Survey,198,Medical Officer available,R,2,1940,No,2,No - ಇಲ್ಲ,No - नहीं,No - இல்லை ,No - లేదు,No - না,No - ନାହିଁ,No - নহয়,
2,School Level Information,47,Highest class in school,S,2,1942,Class 9,2,Class 9 - ತರಗತಿ 9,Class 9 - कक्षा 9,Class 9 - வகுப்பு 9,Class 9 - 9వ తరగతి     ,Class 9 - ক্লাস 9,Class 9 - ନବମ ଶ୍ରେଣୀ,Class 9 - শ্রেণী ৯,
1,Health Centre Survey,198,Medical Officer available,R,2,1943,Not applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable - వర్తించదు,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়,
2,School Level Information,47,Highest class in school,S,2,1944,Class 10,2,Class 10 - ತರಗತಿ 10,Class 10 - कक्षा 10,Class 10 - வகுப்பு 10,Class 10 - 10వ తరగతి     ,Class 10 - ক্লাস 10,Class 10 - ଦଶମ ଶ୍ରେଣୀ,Class 10 - শ্রেণী ১০,
1,Health Centre Survey,199,DataEntryOperator available,R,2,1947,Not applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable - వర్తించదు,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়,
2,School Level Information,84,Separate mathematics teachers,S,2,1949,Don't know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know - తెలియదు,Don't know - জানি না / কোন তথ্য নেই,Don't know - ଜଣା ନାହିଁ,Don't know - একো নাজানো।,
2,School Level Information,85,Separate Science teachers,S,2,1950,Don't know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know - తెలియదు,Don't know - জানি না / কোন তথ্য নেই,Don't know - ଜଣା ନାହିଁ,Don't know - একো নাজানো।,
2,School Level Information,86,Separate Language teachers,S,2,1951,Don't know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know - తెలియదు,Don't know - জানি না / কোন তথ্য নেই,Don't know - ଜଣା ନାହିଁ,Don't know - একো নাজানো।,
2,School Level Information,87,Separate teachers for SST,S,2,1952,Don't know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know - తెలియదు,Don't know - জানি না / কোন তথ্য নেই,Don't know - ଜଣା ନାହିଁ,Don't know - একো নাজানো।,
2,School Level Information,88,Atleast one Female teacher available,S,2,1953,Don't know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know - తెలియదు,Don't know - জানি না / কোন তথ্য নেই,Don't know - ଜଣା ନାହିଁ,Don't know - একো নাজানো।,
2,School Level Information,88,Atleast one Female teacher available,S,2,1954,Not applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable - వర్తించదు,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়,
2,School Level Information,92,Mid Day meal cooked by ,S,2,1955,Don't know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know -  नहीं जानते,Don't know -  தெரியாது ,Don't know - తెలియదు,Don't know - জানি না / কোন তথ্য নেই,Don't know - ଜଣା ନାହିଁ,Don't know - একো নাজানো।,
2,School Level Information,92,Mid Day meal cooked by ,S,2,1956,Not applicable,2,Not applicable - ಅನ್ವಯಿಸುವುದಿಲ್ಲ,Not applicable - लागू नहीं,Not applicable - பொருந்தாது ,Not applicable - వర్తించదు,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়,
2,School Level Information,93,Mid Day meal cook available,S,2,1957,Don't know,2,Don't know - ಗೊತ್ತಿಲ್ಲ,Don't know - नहीं जानते,Don't know -  தெரியாது ,Don't know - తెలియదు,Don't know - জানি না / কোন তথ্য নেই,Don't know - ଜଣା ନାହିଁ,Don't know - একো নাজানো।,
