Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,ID,Choice Text,Choice Active Status,Hindi,Tamil,Bangla,Odiya, Ahomia
50,Child Education,315,"If dropout, tertiary reason",S,2,2132,Teaching in school not satisfactory,2,Teaching in school not satisfactory - स्कूल में पढ़ाई संतोषजनक नहीं है,Teaching in school not satisfactory - பாடம் நடத்துவது திருப்பதியாக இல்லை,Teaching in school not satisfactory স্কুলে শিক্ষকতা সন্তোষজনক নয়- ,Teaching in school not satisfactory,বিদ্যালয়ৰ শিক্ষা সন্তোষজনক নহয়
50,Child Education,315,"If dropout, tertiary reason",S,2,2133,Disability,2,Disability - अक्षमता,Disability - மற்றுதிறனாளி,Disability - অক্ষমতা,Disability,Disability - অনুপযুক্ত
50,Child Education,315,"If dropout, tertiary reason",S,2,2134,Marriage,2,Marriage - विवाह,Marriage - குழந்தை திருமணம்,Marriage - বিবাহ,Marriage,Marriage - বিবাহ
50,Child Education,315,"If dropout, tertiary reason",S,2,2135,Facilities in school are not adequate/ satisfactory,2,Facilities in school are not adequate/ satisfactory - स्कूल में सुविधाएं पर्याप्त/संतोषजनक नहीं हैं,Facilities in school are not adequate/ satisfactory - பள்ளியில் இருக்கும் வசதிகள் போதுமானதாக /திருப்தியாக இல்லை,Facilities in school are not adequate/ satisfactory স্কুলে পর্যাপ্ত সন্তোষজনক ব্যবস্থা নেই ,Facilities in school are not adequate/ satisfactory,Facilities in school are not adequate/ satisfactory - স্কুলত পৰ্য্যাপ্ত সা-সুবিধা নাই/ সন্তোশজনক নহয়
50,Child Education,315,"If dropout, tertiary reason",S,2,2136,School at a long distance/ Travel to school not convenient,2,School at a long distance/ Travel to school not convenient - स्कूल बहुत दूर स्थित है/स्कूल जाना-आना सुविधाजनक नहीं है,School at a long distance/ Travel to school not convenient - பள்ளி தொலைவில் உள்ளது/பள்ளிக்கு சென்று வருவது கடினம்,School at a long distance/ Travel to school not convenient দীর্ঘ দূরত্বে স্কুল/স্কুলে ভ্রমণ সুবিধাজনক নয় ,School at a long distance/ Travel to school not convenient,School at a long distance/ Travel to school not convenient - স্কুল বহু দুৰত
50,Child Education,315,"If dropout, tertiary reason",S,2,2137,School unsafe/ travel to school unsafe,2,School unsafe/ travel to school unsafe - स्कूल असुरक्षित/ स्कूल जाना-आना असुरक्षित है,School unsafe/ travel to school unsafe - பள்ளி பாதுகாப்பாக இல்லை/பள்ளிக்கு செல்லும் வழி பாதுகாப்பாக இல்லை,School unsafe/ travel to school unsafe স্কুল অনিরাপদ/স্কুলে ভ্রমণ অনিরাপদ ,School unsafe/ travel to school unsafe,School unsafe/ travel to school unsafe - বিদ্যালয় বা যাতায়ত সুৰক্ষিত নহয়
55,House Hold Information,433,Whether the HH is headed by a single parent,S,2,2138,Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,একো নাজানো
50,Child Education,315,"If dropout, tertiary reason",S,2,2139,Higher level schools are not available close to the village,2,Higher level schools are not available close to the village - उच्चतर स्तरीय स्कूल गाँव के नजदीक उपलब्ध नहीं हैं,"Higher level schools are not available close to the village - உயர், மேல்நிலை பள்ளிகள் கிராமத்திற்கு அருகில் இல்லை",Higher level schools are not available close to the village গ্রামের কাছাকাছি উচ্চ স্তরের স্কুল পাওয়া যায় না ,Higher level schools are not available close to the village,Higher level schools are not available close to the village - উচ্চমানদন্দৰ স্কুল ওচৰত নাই
50,Child Education,315,"If dropout, tertiary reason",S,2,2140,MDM not available or not available regularly/ Quality of MDM,2,MDM not available or not available regularly/ Quality of MDM - मध्याह्न भोजन उपलब्ध नहीं है या नियमित उपलब्धता नहीं है/ मध्याह्न भोजन की गुणवत्ता अच्छी नहीं है,"MDM not available or not available regularly/ Quality of MDM - மதிய உணவு வழங்கப்படவில்லை, தொடர்ந்து வழங்கப்படவில்லை/ உணவு தரமானதாக இல்லை",MDM not available or not available regularly/ Quality of MDM মিড ডে খাবার পাওয়া যায় না বা নিয়মিত পাওয়া যায় না/মিড ডে খাবারের গুণমান খারাপ,MDM not available or not available regularly/ Quality of MDM,MDM not available or not available regularly/ Quality of MDM - মধ্যহ্নভোজন (MDM) উপলব্ধ নহয়/ মানদন্দ উন্নত নহয়)
50,Child Education,315,"If dropout, tertiary reason",S,2,2142,Discrimination by teacher/ Misbehaviour by teacher from higher caste,2,Discrimination by teacher/ Misbehaviour by teacher from higher caste - ऊँची जाति के शिक्षकों द्वारा भेदभाव/दुर्व्यवहार किया जाता है,Discrimination by teacher/ Misbehaviour by teacher from higher caste ஆசிரியர்கள் பாகுபாடுகாட்டுதல்/ உயர் சாதி ஆசிரியர்கள் மாணவர்களிடம் தவறாக நடத்தல்,Discrimination by teacher/ Misbehaviour by teacher from higher caste কুজাত ছাত্র-ছাত্রীদের উপরের বর্ণ থেকে খারাপ আচরণ,Discrimination by teacher/ Misbehaviour by teacher from higher caste,Discrimination by teacher/ Misbehaviour by teacher from higher caste - শিক্ষকৰ দ্বাৰা প্ৰতাৰিত/বেয়া ব্যবহাৰ
50,Child Education,315,"If dropout, tertiary reason",S,2,2143,Discrimination by other children/ Misbehaviour by other children from higher caste,2,Discrimination by other children/ Misbehaviour by other children from higher caste - ऊँची जाति के अन्य छात्रों द्वारा भेदभाव/दुर्व्यवहार किया जाता है,Discrimination by other children/ Misbehaviour by other children from higher caste - பிற மாணவர்களால் பாகுபடுகாட்டப்படுதல்/ பிற உயர் சாதி மாணவர்கள் தவறாக நடத்தல்,Discrimination by other children/ Misbehaviour by other children from higher caste অন্যান্য শিশুদের দ্বারা বৈষম্য /বিবর্ণতা ,Discrimination by other children/ Misbehaviour by other children from higher caste,Discrimination by other children/ Misbehaviour by other children from higher caste - সতিৰ্থ শিক্ষাৰ্থিৰ দ্বাৰা প্ৰতাৰিত/বেয়া ব্যবহাৰ
50,Child Education,315,"If dropout, tertiary reason",S,2,2144,Corporal punishment,2,Corporal punishment - शारीरिक दंड,Corporal punishment - உடல் ரீதியான தண்டனைகள்,Corporal punishment - শারীরিক শাস্তি,Corporal punishment,Corporal punishment - অত্যাধিক শাস্তি
50,Child Education,315,"If dropout, tertiary reason",S,2,2145,Sexual harassment,2,Sexual harassment - यौन उत्पीड़न,Sexual harassment - பாலியல் தொந்தரவு,Sexual harassment - যৌন হয়রানি,Sexual harassment,Sexual harassment - যৌন উৎপীড়ণ
55,House Hold Information,434,Whether the HH is headed by grand parents,S,2,2147,Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,Dont Know - একো নাজানো।
55,House Hold Information,435,Whether headed by children (18 years and below),S,2,2151,Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,Dont Know - একো নাজানো।
55,House Hold Information,436,Whether both mother and father work to earn a livelihood,S,2,2156,Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,Dont Know - একো নাজানো।
55,House Hold Information,437,Whether the primary bread-earner of the HH is terminally/seriously ill,S,2,2158,Not Applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
55,House Hold Information,438,Residential Status,S,2,2163,Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,Dont Know - একো নাজানো।
55,House Hold Information,438,Residential Status,S,2,2164,Not Applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
55,House Hold Information,438,Residential Status,S,2,2165,Others,2,Others - अन्य,Others - பிற,Others - অন্যরা,Others - ଅନ୍ୟାନ୍ୟ,অন্যান্য
55,House Hold Information,440,Whether Household migrates every year,S,2,2167,Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,Dont Know - একো নাজানো।
55,House Hold Information,440,Whether Household migrates every year,S,2,2168,Not Applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
55,House Hold Information,441,Duration of migration,S,2,2170,Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,Dont Know - একো নাজানো।
55,House Hold Information,441,Duration of migration,S,2,2171,Not Applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
55,House Hold Information,442,Whether one adult member of the Household has permanently migrated,S,2,2173,Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,Dont Know - একো নাজানো।
55,House Hold Information,443,Source of drinking water,S,2,2176,Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,Dont Know - একো নাজানো।
55,House Hold Information,445,Access to toilet,S,2,2177,Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,Dont Know - একো নাজানো।
55,House Hold Information,447,Is any child missing?,R,2,2179,Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,Dont Know - একো নাজানো।
54,Village Information,345,Category of Primary School,S,2,2183,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,347,Barriers for accessing Primary School,S,2,2186,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,349,Upper Primary school available,R,2,2188,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,351,Lowest class in upper primary school,S,2,2191,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,352,Highest class in upper primary school,S,2,2194,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,353,Category of upper primary school,S,2,2197,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,355,Barriers for accessing upper primary school,S,2,2200,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,343,Lowest class in Primary School,S,2,2201,Class6,2,Class 6 - कक्षा 6,Class 6 - வகுப்பு 6,Class6 - শ্রেণী 6,Class6,Class6 - শ্ৰেণী - ৬
54,Village Information,343,Lowest class in Primary School,S,2,2202,Class7,2,Class 7 - कक्षा 7,Class 7 - வகுப்பு 7,Class7 - শ্রেণী 7,Class7,Class7 - শ্ৰেণী - ৭
54,Village Information,343,Lowest class in Primary School,S,2,2203,Class8,2,Class 8 - कक्षा 8,Class 8 - வகுப்பு 8,Class8 - শ্রেণী 8,Class8,Class8 - শ্ৰেণী - ৮
54,Village Information,343,Lowest class in Primary School,S,2,2204,Class9,2,Class 9 - कक्षा 9,Class 9 - வகுப்பு 9,Class9 - শ্রেণী 9,Class9,Class9 - শ্ৰেণী - ৯
54,Village Information,343,Lowest class in Primary School,S,2,2206,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,344,Highest class in Primary School,S,2,2208,Class1,2,Class 1 - कक्षा 1,Class 1 - வகுப்பு 1,Class1 - শ্রেণী 1,Class1,Class1 - শ্ৰেণী- ১
54,Village Information,344,Highest class in Primary School,S,2,2209,Class2,2,Class 2 - कक्षा 2,Class 2 - வகுப்பு 2,Class2 - শ্রেণী 2,Class2,Class2 - শ্ৰেণী- ২
54,Village Information,344,Highest class in Primary School,S,2,2210,Class3,2,Class 3 - कक्षा 3,Class 3 - வகுப்பு 3,Class3 - শ্রেণী 3,Class3,Class3 - শ্ৰেণী- ৩
54,Village Information,344,Highest class in Primary School,S,2,2211,Class4,2,Class 4 - कक्षा 4,Class 4 - வகுப்பு 4,Class4 - শ্রেণী 4,Class4,Class4 - শ্ৰেণী- ৪
54,Village Information,344,Highest class in Primary School,S,2,2212,Class5,2,Class 5 - कक्षा 5,Class 5 - வகுப்பு 5,Class5 - শ্রেণী 5,Class5,Class5 - শ্ৰেণী- ৫
54,Village Information,344,Highest class in Primary School,S,2,2213,Class9,2,Class 9 - कक्षा 9,Class 9 - வகுப்பு 9,Class9 - শ্রেণী 9,Class9,Class9 - শ্ৰেণী - ৯
54,Village Information,344,Highest class in Primary School,S,2,2215,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,357,Secondary school available,R,2,2218,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,359,Lowest class in secondary school,S,2,2221,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,360,Highest class in secondary school,S,2,2224,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,361,Category of secondary school,S,2,2227,Not applicable,2,Not applicable - लागू नहीं,"Not applicable - ప్రైవేట్ ఎయిడెడ్ - ఒక సహాయక పాఠశాల ప్రైవేట్ కావచ్చు, కానీ ప్రభుత్వం నుండి ప్రయోజనాలు / సహాయాన్ని పొందుతుంది.",Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,363,Barriers for accessing secondary school,S,2,2229,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
55,House Hold Information,420,Amount Received (MGNREGA),R,2,2232,88-Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
54,Village Information,365,Higher Secondary school available,R,2,2233,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,367,Lowest class in higher secondary school,S,2,2236,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,368,Highest class in higher secondary school,S,2,2239,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,369,Category of higher secondary school,S,2,2241,Private Unaided,2,Private Unaided. - निजी (शासन से सहायता-प्राप्त नहीं),Private Unaided. - தனியார் உதவியுடன்,Private Unaided - বেসরকারী অনাহুত,Private Unaided,Private Unaided - প্ৰাইভেট ইউনাইদেদ- প্ৰাইভেট বা ট্ৰাষ্টৰ দ্বাৰা পূৰ্ণৰুপে পৰিচালিত
54,Village Information,369,Category of higher secondary school,S,2,2243,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,371,Barriers for accessing higher secondary school,S,2,2246,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,375,Primary barriers for accessing AWC,S,2,2251,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
55,House Hold Information,423,Primary occupation of the family,S,2,2252,88-Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
54,Village Information,383,PHC available,R,2,2261,Not applicable,2,Not applicable - लागू नहीं,Not applicable -,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,388,CHC available,R,2,2265,Not applicable,2,Not applicable - लागू नहीं,Not applicable - பொருந்தாது,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
54,Village Information,393,ASHA available,R,2,2269,Not applicable,2,Not applicable - लागू नहीं,Not applicable - இல்லை,Not applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,Not applicable - প্রযোজ্য নহয়
49,Child Vaccination and Immuniza,273,Hepatitis B 0 (At Birth),R,2,2291,88-Dont Know,2,Don't know - नहीं जानते,Don't know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
49,Child Vaccination and Immuniza,275,"OPV - 0 ( for polio, At Birth)",R,2,2292,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,457,Occupation of Husband,S,2,2293,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,463,MCP/MCH Card made?,R,2,2294,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,469,Whether registered in 3 months of preganancy,R,2,2295,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,494,MCP/MCH card updated 1st trimester,S,2,2296,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,494,MCP/MCH card updated 1st trimester,S,2,2297,99-Not Applicable,2,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது,99-Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়
57,Pregnant Women,514,3rd ANC Urine Albumin,S,2,2298,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,514,3rd ANC Urine Albumin,S,2,2299,99-Not Applicable,2,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது,99-Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়
57,Pregnant Women,515,3rd ANC Urine Sugar,R,2,2300,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,515,3rd ANC Urine Sugar,R,2,2301,99-Not Applicable,2,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது,99-Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়
57,Pregnant Women,520,3rd ANC - High Risk Referred,S,2,2302,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,521,3rd ANC - Supplementary Nutrition Available,S,2,2303,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,528,4th ANC Urine Albumin,S,2,2304,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,528,4th ANC Urine Albumin,S,2,2305,99-Not Applicable,2,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது,99-Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়
57,Pregnant Women,529,4th ANC Urine Sugar,S,2,2306,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,529,4th ANC Urine Sugar,S,2,2307,99-Not Applicable,2,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது,99-Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়
57,Pregnant Women,532,4th ANC-Abdominal Examination,S,2,2308,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,535,4th ANC - Supplementary Nutrition Available,S,2,2309,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,538,Time of birth(Month),T,2,2310,2,2,,,2,2,2
57,Pregnant Women,538,Time of birth(Month),T,2,2311,3,2,,,3,3,3
57,Pregnant Women,538,Time of birth(Month),T,2,2312,4,2,,,4,4,4
57,Pregnant Women,538,Time of birth(Month),T,2,2313,5,2,,,5,5,5
57,Pregnant Women,538,Time of birth(Month),T,2,2314,6,2,,,6,6,6
57,Pregnant Women,538,Time of birth(Month),T,2,2315,7,2,,,7,7,7
57,Pregnant Women,538,Time of birth(Month),T,2,2316,8,2,,,8,8,8
57,Pregnant Women,538,Time of birth(Month),T,2,2317,9,2,,,9,9,9
57,Pregnant Women,538,Time of birth(Month),T,2,2318,10,2,,,10,10,10
57,Pregnant Women,538,Time of birth(Month),T,2,2319,88-Dont Know,2,,,88-Dont Know জানি না ,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
57,Pregnant Women,538,Time of birth(Month),T,2,2320,99-Not Applicable,2,,,99-Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়
60,Lactating Mothers,559,Highest class husband passed,S,2,2321,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
60,Lactating Mothers,559,Highest class husband passed,S,2,2322,99-Not Applicable,2,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது,99-Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়
60,Lactating Mothers,561,Highest class passed - mother,S,2,2323,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
60,Lactating Mothers,562,Residential Status,S,2,2324,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
60,Lactating Mothers,563,Month of in migration or out migration,S,2,2325,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
60,Lactating Mothers,563,Month of in migration or out migration,S,2,2326,99-Not Applicable,2,99-Not Applicable - लागू नहीं,99-Not Applicable - பொருந்தாது,99-Not Applicable - অপ্রাপ্য,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,99-Not Applicable - প্রযোজ্য নহয়
60,Lactating Mothers,578,Supplementary nutrition - Post Natal: 4 - 6 months,S,2,2327,88-Dont Know,2,88-Dont Know - नहीं जानते,88-Dont Know - தெரியாது,88-Dont Know - জানি না / কোন তথ্য নেই,Don't know-ଜଣା ନାହିଁ ,88-Dont Know - একো নাজানো।
