Form Id,Form Name,ID,Question Name,Question Type,Question Acitve Status,Hindi,Tamil,Bangla,Odiya, Ahomia
57,Pregnant Women,469,Whether registered in 3 months of preganancy,R,2,WhetherWhether registered in 3 months of preganancy registered in 3 months of preganancy - क्या गर्भावस्था के 3 महीनों के भीतर पंजीयन हुआ,Whether registered in 3 months of preganancy - கர்ப்பம்தரித்த 3 மாதங்களில் பதிவு செய்யப்பட்டதா,Whether registered in 3 months of preganancy - গর্ভসঞ্চারের ৩ মাসের মধ্যে পঞ্জিকৃত করা হয়েছে কিনা,Whether registered in 3 months of preganancy - ଗଭାବସ୍ଥାର ପ୍ରଥମ ତିନି ମାସରେ ପଞ୍ଜୀକରଣ କରିଛନ୍ତି,Whether registered in 3 months of preganancy - (গৰ্ভৱতি অৱস্থাত 3 মাহত পঞ্জিয়ন কৰিছেনে )
57,Pregnant Women,470,Health center Name,T,2,Health center ID - स्वास्थ्य केंद्र आईडी,Health center ID - சுகாதார மைய அடையாள எண்,Health center ID - স্বাস্থ্যকেন্দ্র ID,Health center ID - ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ରର ପରିଚୟ ସଂଥ୍ୟା,Health center ID - স্বাস্থ্যকেন্দ্ৰ আই.ডি
57,Pregnant Women,471,"If no,Reason for not registering in 3 months",S,2,"If no,Reason for not registering in 3 months - यदि नहीं, तो 3 महीनों के भीतर पंजीयन न कराने के कारण","If no,Reason for not registering in 3 months - கர்ப்பம்தரித்த 3 மாதங்களில் பதிவு செய்யப்படவில்லை எனில் காரணம் ","If no,Reason for not registering in 3 months - যদি ৩ মাসের মধ্যে পঞ্জিকৃত না হয়ে থাকে তাহলে তার কারন","If no,Reason for not registering in 3 months - ଯଦି ନୁହେଁ, ତିନି ମାସ ମଧ୍ୟରେ ପଞ୍ଜୀକରଣ ନକରିବାର କାରଣ ଲେଖନ୍ତୁ","If no,Reason for not registering in 3 months - ( যদি পঞ্জিয়ন কৰা নাই, কাৰণ কওক )"
57,Pregnant Women,472,"Others,Specify",T,2,"Others,Specify - अन्य, निर्दिष्ट करें","Others,Specify - வேறு எதாவது எனில் குறிப்பிடவும் ","Others,Specify - যদি অন্য কিছু হয়, নির্দিষ্ট করুন ","Others,Specify - ଯଦି ଅନ୍ୟ କିଛି ଉଲ୍ଲେଖ କରନ୍ତୁ","Others,Specify - (যদি কিবা বেলেগ উল্লেখ কৰক )"
57,Pregnant Women,473,No of Previous Pregnancies,T,2,No of Previous Pregnancies - पिछली गर्भावस्था का नहीं,No of Previous Pregnancies - முந்தைய கருத்தரித்தலின் எண்ணிக்கை,No of Previous Pregnancies - আগে কতবার গর্ভ সঞ্চার হয়েছে/হয়েছিল,No of Previous Pregnancies - ପୂର୍ବ ଗର୍ଭ ସଂଖ୍ୟା ଲେଖନ୍ତୁ,No of Previous Pregnancies - (আগতে কিমানবাৰ গৰ্ভৱতি হৈছে )
57,Pregnant Women,474,No of live births,T,2,No of live births - जन्म के जन्म नहीं,No of live births - உயிரோடு பிறந்த குழந்தைகளின் எண்ணிக்கை,No of live births - কতগুলি শিশুর জন্ম দিয়েছেন,No of live births - ଜନ୍ମିତ ଜୀବନ୍ତ ଶିଶୁଙ୍କ ସଂଖ୍ୟା,No of live births - (কিমানটা শিশু জন্ম দিছে )
57,Pregnant Women,475,Total Numbers of Months the termination of last pregnancy/Delivery,T,2,Last Pregnancy before - पहले अंतिम गर्भावस्था,Last Pregnancy before - முந்தைய பிரசவம்,Last Pregnancy before - আগে শেষ কবে গর্ভসঞ্চার হয়েছিল,Last Pregnancy before - ପୂର୍ବର ଶେଷ ଗର୍ଭଧାରଣ,Last Pregnancy before - (শেহতিয়াভাবে কেতিয়া গৰ্ভৱতি হৈছে )
57,Pregnant Women,476,TT1 (Tetanus Toxoid) actual date,D,2,TT1 (Tetanus Toxoid) actual date - टीटी 1 (टेटनस टोक्सॉयड) वास्तविक तिथि,TT1 (Tetanus Toxoid) actual date - TT1 சரியான தேதி,TT1 (Tetanus Toxoid) actual date - TT1 সঠিক তারিখ,TT1 (Tetanus Toxoid) actual date - ଟିଟି୧ର ପ୍ରକୃତ ତାରିଖ,TT1 (Tetanus Toxoid) actual date - (TT1 ৰ সথিক তাৰিখ )
57,Pregnant Women,477,TT2 Actual date,D,2,TT2 Actual date - टीटी 2 वास्तविक तिथि,TT2 Actual date - TT2 சரியான தேதி,TT2 Actual date - TT2 সঠিক তারিখ,TT2 Actual date - ଟିଟି୨ର ପ୍ରକୃତ ତାରିଖ,TT2 Actual date - (TT2 ৰ সথিক তাৰিখ )
57,Pregnant Women,478,TT Booster Actual Date,D,2,TT Booster Actual Date - टीटी बूस्टर वास्तविक तिथि,"TT Booster Actual Date - ""TT பூஸ்டர் சரியான தேதி""",TT Booster Actual Date - TT বুষ্টার সঠিক তারিখ,TT Booster Actual Date - ଟିଟି ବୁଷ୍ଟରର ପ୍ରକୃତ ତାରିଖ,TT Booster Actual Date - ( TT বুষ্টাৰৰ আছল তাৰিখ )
57,Pregnant Women,479,1st ANC,S,2,1st ANC - पहली प्रसव-पूर्व देखभाल,1st ANC - हुई हो,1st ANC - 1st এন্টি-নাটাল কেয়ার ,1st ANC - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତ୍ତୀ ଯତ୍ନ,1st ANC - ( প্ৰথম ANC )
57,Pregnant Women,480,1st ANC Date,D,2,1st ANC Date - पहली एएनसी तिथि,1st ANC Date - முதல் ANC நாள்,1st ANC Date - 1st এন্টি-নাটাল কেয়ার তারিখ,1st ANC Date - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ତାରିଖ,1st ANC Date - ( প্ৰথম ANC ৰ তাৰিখ )
57,Pregnant Women,481,1st ANC weight,T,2,1st ANC weight - पहला और वजन,1st ANC weight - முதல் ANC எடை,1st ANC weight - 1st এন্টি-নাটাল কেয়ার ওজন,1st ANC weight - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ସମୟରେ ଓଜନ,1st ANC weight - 1st ANC ওজন
57,Pregnant Women,484,1st ANC BP,T,2,1st ANC BP - पहला एएनसी बीपी,1st ANC BP - முதல் ANC இரத்த அழுத்தம்,1st ANC BP - 1st এন্টি-নাটাল কেয়ার রক্তচাপ,1st ANC BP - ପ୍ରଥମ ପ୍ର୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ସମୟରେ ରକ୍ତଚାପ,1st ANC BP - (প্ৰথম ANC ত ৰক্তচাপ )
57,Pregnant Women,485,1st ANC HB,T,2,1st ANC HB - पहला एएनसी एचबी,1st ANC HB - முதல் ANC இரத்த சிவப்பணுக்கள்,1st ANC HB - 1st এন্টি-নাটাল কেয়ার হিমোগ্লোবিন,1st ANC HB - ପ୍ରଥମ ପ୍ର୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ସମୟରେ ହିମୋଗ୍ଲୋବିନ୍,1st ANC HB - (প্ৰথম ANC ত হিমগ্লবিনৰ পৰিমান লিখক )
57,Pregnant Women,486,1st ANC Urine Albumin,R,2,1st ANC Urine Albumin - पहली प्रसव-पूर्व देखभाल में मूत्र की जाँच-एल्बुमिन,1st ANC Urine Albumin - முதல் ANC சிறுநீரில் அல்புமின்,"1st ANC Urine Albumin - 1st এন্টি-নাটাল কেয়ার , প্রস্রাবের অ্যালবুমিন",1st ANC Urine Albumin - ପ୍ରଥମ ପ୍ର୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଆଲବୁମିନ୍,1st ANC Urine Albumin - (প্ৰথম ANC ত ইউৰিন এলবিউমিন )
57,Pregnant Women,487,1st ANC Urine Sugar,R,2,1st ANC Urine Sugar - पहली प्रसव-पूर्व देखभाल में मूत्र की जाँच-शूगर,1st ANC Urine Sugar - முதல் ANC சிறுநீரில் சர்க்கரை,1st ANC Urine Sugar - 1st এন্টি-নাটাল কেয়ার প্রস্রাবে সুগার,1st ANC Urine Sugar - ପ୍ରଥମ ପ୍ର୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଶର୍କରା,1st ANC Urine Sugar - (প্ৰথম ANC ইউৰিন চুগাৰ)
57,Pregnant Women,488,1st ANC IFA Tablets received,T,2,1st ANC IFA Tablets received - पहली प्रसव-पूर्व देखभाल- आयएफ़ए (आयरन) गोली प्राप्त की,1st ANC IFA Tablets received - முதல் ANC பெறப்பட்ட இரும்பு சத்து மாத்திரை,1st ANC IFA Tablets received - 1st এন্টি-নাটাল কেয়ার - IFA ট্যাবলেট সংগ্রহ করেছেন কিনা,1st ANC IFA Tablets received - ପ୍ରଥମ ପ୍ର୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ଗ୍ରହଣ କରିଛନ୍ତି,1st ANC IFA Tablets received - ( প্ৰথম ANC ত IFA বড়ি )
57,Pregnant Women,489,1st ANC IFA tablets consumed,T,2,1st ANC IFA tablets consumed - पहली प्रसव-पूर्व देखभाल- आयएफ़ए (आयरन) की गोली खाई,1st ANC IFA tablets consumed - முதல் ANC சாப்பிட்ட இரும்பு சத்து மாத்திரை,1st ANC IFA tablets consumed - 1st এ এন সি - IFA ট্যাবলেট খেয়েছেন কিনা,1st ANC IFA tablets consumed - ପ୍ରଥମ ପ୍ର୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ବ୍ୟବହାର କରିଛନ୍ତି,1st ANC IFA tablets consumed - ( প্ৰথম ANC ত IFAৰ কিমান বড়ি খাইছে)
57,Pregnant Women,490,1st ANC Abdominal examination,R,2,1st ANC Abdominal examination - पहली प्रसव-पूर्व देखभाल- पेट की जाँच,1st ANC Abdominal examination - முதல் ANC - அடிவயிறு பரிசோதனை,1st ANC Abdominal examination - 1st এ এন সি- পেটের পরীক্ষা করিয়েছেন কিনা,1st ANC Abdominal examination - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ପେଟର ପରୀକ୍ଷା,1st ANC Abdominal examination - ( প্ৰথম ANC ত এবডমিনেল পৰীক্ষা )
57,Pregnant Women,491,1st ANC Identified as High Risk,S,2,1st ANC Identified as High Risk - पहली प्रसव-पूर्व देखभाल- अधिक जोखिम चिन्हित,1st ANC Identified as High Risk - முதல் ANC - ஆபத்தான நிலையில் இருப்பவராக அடையாளம் காணபட்டவரா,1st ANC Identified as High Risk - 1st এ এন সি - উচ্চ ঝুঁকিপূর্ণ হিসাবে চিহ্নিত হয়েছে কিনা,1st ANC Identified as High Risk - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ଅଧିକ ବିପଦର ଆଶଙ୍କା ଦିହ୍ନଟ,1st ANC Identified as High Risk - ( প্ৰথম ANC ত হাই ৰিস্ক হিচাপে ঘোষণা কৰিছে নেকি )
57,Pregnant Women,492,1st ANC High Risk Referred,R,2,1st ANC High Risk Referred - पहली प्रसव-पूर्व देखभाल- अधिक जोखिम रेफ़र किया गया,1st ANC High Risk Referred - முதல் ANC - ஆபத்தான நிலையில்நிலையில் இருப்பவராக அடையாளம் காணபட்டு பரிந்துரை செய்யப்பட்டவரா,1st ANC High Risk Referred - 1st এ এন সি - উচ্চঝুঁকিপূর্ণ হিসাবে রেফার করা হয়েছে কিনা,1st ANC High Risk Referred - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ଅଧିକ ବିପଦର ଆଶଙ୍କା ଯୋଗୁଁ ପଠାଇ ଦିଆଯାଇଛି,1st ANC High Risk Referred - (প্ৰথম ANC ত পুষ্টিৰ খোৰাক দিয়া হৈছে নেকি )
57,Pregnant Women,493,1st ANC supplementary nutrition available,S,2,1st ANC supplementary nutrition available - पहली प्रसव-पूर्व देखभाल- पूरक पोषण आहार उपलब्ध,1st ANC supplementary nutrition available - முதல் ANC - இணை ஊட்டச்சத்து கொடுக்கப்பட்டதா,1st ANC supplementary nutrition available - 1st এ এন সি - সম্পূরক পুষ্টির ব্যবস্থা আছে,1st ANC supplementary nutrition available - ପ୍ରଥମ ପ୍ରସବ ପୂର୍ବବର୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛି,1st ANC supplementary nutrition available - ( প্ৰথম ট্ৰাইমেষ্টাৰত MCP/ MCH কাৰ্ড আপদেট কৰা হৈছে নেকি )
57,Pregnant Women,494,MCP/MCH card updated 1st trimester,S,2,MCP/MCH card updated 1st trimester - मातृ शिशु सुरक्षा/ मातृ शिशु स्वास्थ्य (एमसीपी/एमसीएच) कार्ड अपडेट किया गया - पहली तिमाही,MCP/MCH card updated 1st trimester - முதல் மூன்று மாதங்களுக்கு MCP/ MCH அட்டையில் தகவல் ஏற்றப்பட்டதா,MCP/MCH card updated 1st trimester - MCP/ MCH কার্ড নবিকরন - 1st ত্রৈমাসিক,MCP/MCH card updated 1st trimester - ମାଆ ଓ ଶିଶୁ ସୁରକ୍ଷା କାର୍ଡ଼ର୍/ ମାଆ ଓ ଶିଶୁ ସ୍ୱାସ୍ଥ୍ୟ କାର୍ଡ଼ ଅପଡେଟ୍ ହୋଇଛି- ପ୍ରଥମ ଥର ପାଇଁ,MCP/MCH card updated 1st trimester - ( প্ৰথম ট্ৰাইমেষ্টাৰত MCP/ MCH কাৰ্ড আপদেট কৰা হৈছে নেকি )
57,Pregnant Women,495,2nd ANC,S,2,2nd ANC - दूसरी प्रसव-पूर्व देखभाल,2nd ANC - இரண்டாம் ANC,2nd ANC - 2nd এ এন সি,2nd ANC - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ,2nd ANC - (দ্বিতিয় ANC)
57,Pregnant Women,496,2nd ANC Date,D,2,2nd ANC Date - दूसरी एएनसी तिथि,2nd ANC Date - இரண்டாம்ANC எடை,2nd ANC Date - 2nd এ এন সি তারিখ,2nd ANC Date - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ ତାରିଖ,2nd ANC Date - (দ্বিতিয় ANCৰ তাৰিখ)
57,Pregnant Women,497,2nd ANC Weight,T,2,2nd ANC Weight - दूसरा और वजन,2nd ANC Weight - இரண்டாம் ANC இரத்த அழுத்தம்,2nd ANC Weight - 2nd এ এন সি ওজন,2nd ANC Weight - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ଓଜନ,2nd ANC Weight - (দ্বিতিয় ANCৰ ওজন )
57,Pregnant Women,498,2nd ANC BP,T,2,2nd ANC BP - दूसरा एएनसी बीपी,2nd ANC BP - இரண்டாம் ANC இரத்த சிவப்பணுக்கள்,2nd ANC BP - 2nd এ এন সি রক্ত চাপ,2nd ANC BP - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ରକ୍ତଚାପ,2nd ANC BP - (দ্বিতিয় ANCৰ ৰক্তচাপ )
57,Pregnant Women,499,2nd ANC HB,T,2,2nd ANC HB - दूसरा एएनसी एचबी,2nd ANC HB - இரண்டாம் ANC சிறுநீர்...,2nd ANC HB - 2nd এ এন সি হিমোগ্লোবিন,2nd ANC HB - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ହିମୋଗ୍ଲୋବିନ,2nd ANC HB - (দ্বিতিয় ANCৰ হিমগ্লবিন )
57,Pregnant Women,500,2nd ANC Urine Albumin,S,2,2nd ANC Urine Albumin - दूसरी प्रसव-पूर्व देखभाल में मूत्र की जाँच-एल्बुमिन,2nd ANC Urine Albumin - இரண்டாம் ANC சிறுநீரில் அல்புமின்,2nd ANC Urine Albumin - 2nd এ এন সি প্রস্রাবে অ্যলবুমিন,2nd ANC Urine Albumin - 0,2nd ANC Urine Albumin - (দ্বিতিয় ANCৰ ইউৰিন এল্বিউমিন )
57,Pregnant Women,501,2nd ANC Urine sugar,S,2,2nd ANC Urine sugar - दूसरी प्रसव-पूर्व देखभाल में मूत्र की जाँच-शूगर,2nd ANC Urine sugar - இரண்டாம் ANC சிறுநீரில் சர்க்கரை,2nd ANC Urine sugar - 2nd এ এন সি প্রস্রাবে সুগার,2nd ANC Urine sugar - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଶର୍କରା,2nd ANC Urine sugar - (দ্বিতিয় ANCৰ ইউৰিন চুগাৰ )
57,Pregnant Women,502,2nd ANC IFA Tablets received,T,2,2nd ANC IFA Tablets received - दूसरी प्रसव-पूर्व देखभाल- आयएफ़ए (आयरन) गोली प्राप्त की,2nd ANC IFA Tablets received - இரண்டாம் ANC பெறப்பட்ட இரும்பு சத்து மாத்திரை,2nd ANC IFA Tablets received - 2nd এ এন সি - IFA ট্যাবলেট সংগ্রহ করেছেন কিনা,2nd ANC IFA Tablets received - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ଗ୍ରହଣ କରିଛନ୍ତି,2nd ANC IFA Tablets received - (দ্বিতিয় ANCৰ IFA টেবলেট )
57,Pregnant Women,503,2nd ANC IFA tablets consumed,T,2,2nd ANC IFA tablets consumed - दूसरी प्रसव-पूर्व देखभाल- आयएफ़ए (आयरन) की गोली खाई,2nd ANC IFA tablets consumed - இரண்டாம்ANC சாப்பிட்ட இரும்பு சத்து மாத்திரை,2nd ANC IFA tablets consumed - 2nd এ এন সি - IFA ট্যাবলেট খেয়েছেন কিনা,2nd ANC IFA tablets consumed - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ବ୍ୟବହାର କରିଛନ୍ତି,2nd ANC IFA tablets consumed - (দ্বিতিয় ANC ত IFAৰ কিমান বড়ি খাইছে)
57,Pregnant Women,504,2nd ANC abdominal Examination,S,2,2nd ANC abdominal Examination - दूसरी प्रसव-पूर्व देखभाल- पेट की जाँच,2nd ANC abdominal Examination - இரண்டாம்ANC - அடிவயிறு பரிசோதனை,2nd ANC abdominal Examination - 2nd এ এন সি- পেটের পরীক্ষা করিয়েছেন কিনা,2nd ANC abdominal Examination - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ- ପେଟର ପରୀକ୍ଷା,2nd ANC abdominal Examination - ( দ্বিতিয় ANC ত এবডমিনেল পৰীক্ষা )
57,Pregnant Women,505,2nd ANC - Identified as High Risk,R,2,2nd ANC - Identified as High Risk - दूसरी प्रसव-पूर्व देखभाल- अधिक जोखिम चिन्हित,2nd ANC - Identified as High Risk - இரண்டாம்ANC - ஆபத்தான நிலையில் நிலையில் இருப்பவராக அடையாளம் காணபட்டவரா,2nd ANC - Identified as High Risk - 2nd এ এন সি- উচ্চ ঝুঁকিপূর্ণ হিসাবে চিহ্নিত হয়েছে,2nd ANC - Identified as High Risk - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ- ଅଧିକ ବିପଦର ଆଶଙ୍କା ଯୋଗୁଁ ପଠାଇ ଦିଆଯାଇଛି,2nd ANC - Identified as High Risk - ( দ্বিতিয় ANC ত হাই ৰিস্ক হিচাপে ঘোষণা কৰিছে নেকি )
57,Pregnant Women,506,2nd ANC - High Risk Referred,S,2,2nd ANC - High Risk Referred - दूसरी प्रसव-पूर्व देखभाल- अधिक जोखिम रेफ़र किया गया,2nd ANC - High Risk Referred - இரண்டாம் ANC - ஆபத்தான நிலையில்நிலையில் இருப்பவராக அடையாளம் காணபட்டு பரிந்துரை செய்யப்பட்டவரா,2nd ANC - High Risk Referred - 2nd এ এন সি - উচ্চ ঝুঁকিপূর্ণ হিসাবে রেফার করা হয়েছে,2nd ANC - High Risk Referred - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛି,2nd ANC - High Risk Referred - ( দ্বিতিয় ANC ত হাই ৰিস্ক হিচাপে ৰেফাৰ কৰিছে নেকি )
57,Pregnant Women,507,2nd ANC - Supplementary Nutrition Available,S,2,2nd ANC - Supplementary Nutrition Available - दूसरी प्रसव-पूर्व देखभाल- पूरक पोषण आहार उपलब्ध,2nd ANC - Supplementary Nutrition Available - இரண்டாம்ANC - இணை ஊட்டச்சத்து கொடுக்கப்பட்டதா,2nd ANC - Supplementary Nutrition Available - 2nd এ এন সি - সম্পূরক পুষ্টির ব্যবস্থা আছে কিনা,2nd ANC - Supplementary Nutrition Available - ଦ୍ୱିତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ- ଅତିରିକ୍ତ ପୁଷ୍ଟି ଦିଆଯାଇଛି,2nd ANC - Supplementary Nutrition Available - (দ্বিতিয় ANC ত পুষ্টিৰ খোৰাক দিয়া হৈছে নেকি )
57,Pregnant Women,508,MCP/ MCH Card updated - 2nd Trimester,R,2,MCP/ MCH Card updated - 2nd Trimester - मातृ शिशु सुरक्षा/ मातृ शिशु स्वास्थ्य (एमसीपी/एमसीएच) कार्ड अपडेट किया गया - दूसरी तिमाही,MCP/ MCH Card updated - 2nd Trimester - இரண்டாம் மூன்று மாதங்களுக்கு MCP/ MCH அட்டையில் தகவல் ஏற்றப்பட்டதா,MCP/ MCH Card updated - 2nd Trimester - MCP/ MCH কার্ড নবিকরন - 2nd ত্রৈমাসিক,MCP/ MCH Card updated - 2nd Trimester - ମାଆ ଓ ଶିଶୁ ସୁରକ୍ଷା କାର୍ଡ଼ର୍/ ମାଆ ଓ ଶିଶୁ ସ୍ୱାସ୍ଥ୍ୟ କାର୍ଡ଼ ଅପଡେଟ୍ ହୋଇଛି- ଦ୍ୱିତୀୟ ଥର ପାଇଁ,MCP/ MCH Card updated - 2nd Trimester - (দ্দ্বিতিয় ট্ৰাইমেষ্টাৰত MCP/ MCH কাৰ্ড আপদেট কৰা হৈছে নেকি )
57,Pregnant Women,509,3rd ANC,S,2,3rd ANC - तीसरी प्रसव-पूर्व देखभाल,3rd ANC - மூன்றாம் ANC,3rd ANC - 3rd এ এন সি,3rd ANC - ତୃତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ,3rd ANC - (তৃতিয় ANC)
57,Pregnant Women,510,3rd ANC date,D,2,3rd ANC date - तीसरी एएनसी तिथि,3rd ANC date - மூன்றாம் ANC நாள்,3rd ANC date - 3rd এ এন সি তারিখ,3rd ANC date - ତୃତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ ତାରିଖ,3rd ANC date - (তৃতিয় ANCৰ তাৰিখ)
57,Pregnant Women,511,3rd ANC Weight,T,2,3rd ANC Weight - तीसरा और वजन,3rd ANC Weight - மூன்றாம் ANC எடை,3rd ANC Weight - 3rd এ এন সি ওজন,3rd ANC Weight - ତୃତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ଓଜନ,3rd ANC Weight - 3rd ANC ওজন
57,Pregnant Women,512,3rd ANC BP,T,2,3rd ANC BP - तीसरा एएनसी बीपी,3rd ANC BP - மூன்றாம் ANC இரத்த அழுத்தம்,3rd ANC BP - 3rd এ এন সি রক্ত চাপ,3rd ANC BP - ତୃତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ରକ୍ତଚାପ,3rd ANC BP - Weight (তৃতিয় ANCৰ ওজন )
57,Pregnant Women,513,3rd ANC Hb,T,2,3rd ANC Hb - तीसरा एएनसी एचबी,3rd ANC Hb - மூன்றாம் ANC இரத்த சிவப்பணுக்கள்,3rd ANC Hb - 3rd এ এন সি হিমোগ্লোবিন,3rd ANC Hb - ତୃତୀୟ ୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ହିମୋଗ୍ଲୋବିନ୍,3rd ANC Hb - (তৃতিয় ANCৰ ৰক্তচাপ )
57,Pregnant Women,514,3rd ANC Urine Albumin,S,2,3rd ANC Urine Albumin - तीसरी प्रसव-पूर्व देखभाल में मूत्र की जाँच-एल्बुमिन,3rd ANC Urine Albumin - மூன்றாம் ANC சிறுநீரில் அல்புமின்,3rd ANC Urine Albumin - 3rd এ এন সি প্রস্রাবে অ্যালবুমিন,3rd ANC Urine Albumin - ତୃତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଆଲବୁମିନ୍,3rd ANC Urine Albumin - (তৃতিয় ANCৰ হিমগ্লবিন )
57,Pregnant Women,515,3rd ANC Urine Sugar,R,2,3rd ANC Urine Sugar - तीसरी प्रसव-पूर्व देखभाल में मूत्र की जाँच-शूगर,3rd ANC Urine Sugar - மூன்றாம் ANC சிறுநீரில் சர்க்கரை,3rd ANC Urine Sugar - 3rd এ এন সি প্রস্রাবে সগার,3rd ANC Urine Sugar - ତୃତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ ସମୟରେ ମୂତ୍ରରେ ଶର୍କରା,3rd ANC Urine Sugar - (তৃতিয় ANCৰ ইউৰিন এল্বিউমিন )
57,Pregnant Women,516,3rd ANC - IFA tablets received,T,2,3rd ANC - IFA tablets received - तीसरी प्रसव-पूर्व देखभाल- आयएफ़ए (आयरन) गोली प्राप्त की,3rd ANC - IFA tablets received - மூன்றாம் ANC பெறப்பட்ட இரும்பு சத்து மாத்திரை,3rd ANC - IFA tablets received - 3rd এ এন সি - IFA ট্যাবলেট পেয়েছে,3rd ANC - IFA tablets received - ତୃତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ଗ୍ରହଣ କରିଛନ୍ତି,3rd ANC - IFA tablets received - (তৃতিয় ANCৰ IFA টেবলেট )
57,Pregnant Women,517,3rd ANC - IFA tablets consumed,T,2,3rd ANC - IFA tablets consumed - तीसरी प्रसव-पूर्व देखभाल- आयएफ़ए (आयरन) की गोली खाई,3rd ANC - IFA tablets consumed - மூன்றாம்ANC சாப்பிட்ட இரும்பு சத்து மாத்திரை,3rd ANC - IFA tablets consumed - 3rd এ এন সি - IFA ট্যাবলেট খেয়েছে,3rd ANC - IFA tablets consumed - ତୃତୀୟ ପ୍ରସବ ପୂର୍ବବତର୍ତ୍ତୀ ଯତ୍ନ- ଆଇଏଫ୍ଏ ଟାବଲେଟ୍ ବ୍ୟବହାର କରିଛନ୍ତି,3rd ANC - IFA tablets consumed - (তৃতিয় ANC ত IFAৰ কিমান বড়ি খাইছে)
