Form Id,Form Name,Question Id,Question Name,Question Type,Question Active Status,ID,Choice Text,Choice Active Status,Odiya,
51,School Education Retention,330,Secondary reason for not in school,S,2,1651,School at a long distance/ Travel to school not convenient,2,School at a long distance/ Travel to school not convenient,
50,Child Education,316,"If never enrolled, primary  reason",S,2,1652,Not applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,605,Pentavalent - 2,S,2,1653,Given,2,Given - ଦିଆଯାଇଛି,
49,Child Vaccination and Immuniza,605,Pentavalent - 2,S,2,1654,Not Given,2,Not Given - ଦିଆଯାଇନାହିଁ,
49,Child Vaccination and Immuniza,605,Pentavalent - 2,S,2,1655,Not applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,605,Pentavalent - 2,S,2,1656,Don't know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,606,Pentavalent - 2 Date,D,2,1658,NULL,2,NULL-ଅବିଧେୟ,
2,School Level Information,607,Total No of Children with special need,T,2,1659,NULL,2,NULL-ଅବିଧେୟ,
70,Mortality,608,Select Mortality,R,2,1660,Only Child Death,2,Only Child Death,
70,Mortality,608,Select Mortality,R,2,1661,Only Maternal Death,2,Only Maternal Death,
70,Mortality,609,Child Name,T,2,1662,NULL,2,NULL-ଅବିଧେୟ,
70,Mortality,610,Time of Death for Neo-Natal/Child Death,S,2,1663,0-7 days,2,0-7 days,
70,Mortality,610,Time of Death for Neo-Natal/Child Death,S,2,1664,7 days < 28 days,2,7 days < 28 days,
70,Mortality,610,Time of Death for Neo-Natal/Child Death,S,2,1665,28 days < 1 year,2,28 days < 1 year,
70,Mortality,610,Time of Death for Neo-Natal/Child Death,S,2,1666,1year < 5 years,2,1year < 5 years,
70,Mortality,610,Time of Death for Neo-Natal/Child Death,S,2,1667,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
70,Mortality,611,Mother Name,T,2,1668,NULL,2,NULL-ଅବିଧେୟ,
70,Mortality,612,Time of death for maternal death,S,2,1669,During pregnancy,2,During pregnancy,
70,Mortality,612,Time of death for maternal death,S,2,1670,During delivery,2,During delivery,
70,Mortality,612,Time of death for maternal death,S,2,1671,After delivery within 42 days,2,After delivery within 42 days,
70,Mortality,612,Time of death for maternal death,S,2,1672,Not applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
70,Mortality,613,Place of Neo-Natal/Child Death,S,2,1673,At home,2,At home,
70,Mortality,613,Place of Neo-Natal/Child Death,S,2,1674,In Hospital,2,In Hospital,
70,Mortality,613,Place of Neo-Natal/Child Death,S,2,1675,On the way to hospital,2,On the way to hospital,
70,Mortality,614,Whether Neo-Natal/Child death registered,R,2,1676,No,2,No  - ନାହିଁ,
70,Mortality,614,Whether Neo-Natal/Child death registered,R,2,1677,Yes,2,Yes - ହଁ,
70,Mortality,615,Date of Neo-Natal/Child Death,D,2,1678,NULL,2,NULL-ଅବିଧେୟ,
70,Mortality,616,Reason for Neo-Natal/Child death - government record,T,2,1679,NULL,2,NULL-ଅବିଧେୟ,
70,Mortality,617,Reason for Neo-Natal/Child death - household,T,2,1680,NULL,2,NULL-ଅବିଧେୟ,
3,Anganwadi Centre Information,618,Is Referral Data Available,S,2,1681,Yes,2,Yes - ହଁ,
3,Anganwadi Centre Information,618,Is Referral Data Available,S,2,1682,No,2,No  - ନାହିଁ,
37,Child Annual Information,157,Highest class passed - Father,S,2,1683,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,157,Highest class passed - Father,S,2,1684,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,158,Occupation of the father,S,2,1685,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,158,Occupation of the father,S,2,1686,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,161,Highest class passed - Mother,S,2,1687,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,161,Highest class passed - Mother,S,2,1688,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,162,Occupation of the Mother,S,2,1689,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,162,Occupation of the Mother,S,2,1690,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
69,Testing Form,619,drop down list,S,2,1691,qwertyuiopasdfghjklzxcvbnmqwertyuiopasdfghjklzxcvbnmqwertyuiopasdfghjklzxcvbnmqwertyuiopasdfghjklzxc,2,#N/A,
69,Testing Form,620,radio,R,2,1692,qwertyuiopasdfghjklzxcvbnmqwertyuiopasdfghjklzxcvbnmqwertyuiopasdfghjklzxcvbnmqwertyuiopasdfghjklzxc,2,#N/A,
37,Child Annual Information,168,Birth registration of child done?,R,2,1693,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
50,Child Education,308,Ever Enrolled,R,2,1694,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
50,Child Education,308,Ever Enrolled,R,2,1695,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
50,Child Education,316,"If never enrolled, primary  reason",S,2,1696,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
50,Child Education,316,"If never enrolled, primary  reason",S,2,1697,77-Others,2,Others - ଅନ୍ୟାନ୍ୟ,
50,Child Education,317,"If never enrolled, secondary reason",S,2,1698,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
50,Child Education,309,"If enrolled, enrollment status",R,2,1699,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
50,Child Education,309,"If enrolled, enrollment status",R,2,1700,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
50,Child Education,312,"If dropped out ,class of dropout",S,2,1701,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
50,Child Education,312,"If dropped out ,class of dropout",S,2,1702,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
50,Child Education,313,If dropout primary reason,S,2,1703,Need to help family in work/ Household occupation,2,Need to help family in work/ Household occupation,
50,Child Education,313,If dropout primary reason,S,2,1704,Child need to work to earn money (labour work),2,Child need to work to earn money (labour work),
50,Child Education,313,If dropout primary reason,S,2,1705,Family/ child migrated to other place for work or any other,2,Family/ child migrated to other place for work or any other,
50,Child Education,322,HH Chores involvement,R,2,1706,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
51,School Education Retention,327,Current Class,S,2,1707,77-Others,2,Others - ଅନ୍ୟାନ୍ୟ,
51,School Education Retention,327,Current Class,S,2,1708,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
51,School Education Retention,327,Current Class,S,2,1709,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
51,School Education Retention,328,Regular or Irregular,R,2,1710,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
51,School Education Retention,328,Regular or Irregular,R,2,1711,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,1712,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
51,School Education Retention,329,Reason for not in school - primary reason,S,2,1713,77-Others,2,Others - ଅନ୍ୟାନ୍ୟ,
51,School Education Retention,330,Secondary reason for not in school,S,2,1714,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
51,School Education Retention,330,Secondary reason for not in school,S,2,1715,77-Others,2,Others - ଅନ୍ୟାନ୍ୟ,
51,School Education Retention,331,Tertiary reason for not in school,S,2,1716,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
51,School Education Retention,331,Tertiary reason for not in school,S,2,1717,77-Others,2,Others - ଅନ୍ୟାନ୍ୟ,
37,Child Annual Information,621,Is Child less than 1 Year Old,S,2,1718,Yes,2,Yes - ହଁ,
37,Child Annual Information,621,Is Child less than 1 Year Old,S,2,1719,No,2,No  - ନାହିଁ,
60,Lactating Mothers,567,Received post natal care within 24 hours,S,2,1720,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,568,Colostrum feeding,S,2,1721,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,569,2nd visit by ANM/ AWW/ASHA,S,2,1722,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,570,3rd visit by ANM/ AWW/ASHA,S,2,1723,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,571,4th visit by ANM/ AWW/ASHA,S,2,1724,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,572,Received complete post natal care and advice,S,2,1725,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,572,Received complete post natal care and advice,S,2,1726,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
60,Lactating Mothers,573,Additional visit - 14th Day,S,2,1727,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,574,Additional visit - 21st Day,S,2,1728,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,575,Additional visit - 28th Day,S,2,1729,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,576,Supplementary nutrition - Post Natal: 1- 3 months,S,2,1730,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,576,Supplementary nutrition - Post Natal: 1- 3 months,S,2,1731,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
60,Lactating Mothers,577,Exclusive Breast Feeding: 0 - 3 months,S,2,1732,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,577,Exclusive Breast Feeding: 0 - 3 months,S,2,1733,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
60,Lactating Mothers,579,Exclusive Breast Feeding: 4 - 6 months,S,2,1734,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
60,Lactating Mothers,579,Exclusive Breast Feeding: 4 - 6 months,S,2,1735,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
60,Lactating Mothers,581,Enrolled in AWC,S,2,1736,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,279,DPT - 1 (at 1.5 months),R,2,1737,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,279,DPT - 1 (at 1.5 months),R,2,1738,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,277,OPV - 1 (at 1.5 months),R,2,1740,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,277,OPV - 1 (at 1.5 months),R,2,1741,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,281,Hepatitis B 1 (at 1.5 months),R,2,1743,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,281,Hepatitis B 1 (at 1.5 months),R,2,1745,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,283,OPV - 2 (At 2.5 months),R,2,1746,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,283,OPV - 2 (At 2.5 months),R,2,1747,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,285,DPT - 2 (At 2.5 months),R,2,1748,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,285,DPT - 2 (At 2.5 months),R,2,1749,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,287,Hepatitis B 2 (At 2.5 months),R,2,1750,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,287,Hepatitis B 2 (At 2.5 months),R,2,1751,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,289,OPV - 3 (At 3.5 months),R,2,1752,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,289,OPV - 3 (At 3.5 months),R,2,1753,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,291,DPT - 3 (At 3.5 months),R,2,1754,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,291,DPT - 3 (At 3.5 months),R,2,1755,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,293,Hepatitis B 3 (At 3.5 months),R,2,1756,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,293,Hepatitis B 3 (At 3.5 months),R,2,1757,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,295,Pentavalent - 1,S,2,1758,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,297,Pentavalent - 3,S,2,1760,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,301,Vitamin A (1st dose at 9 months),R,2,1761,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,301,Vitamin A (1st dose at 9 months),R,2,1762,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,299,Measles (At 9 months),R,2,1764,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
49,Child Vaccination and Immuniza,299,Measles (At 9 months),R,2,1765,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
49,Child Vaccination and Immuniza,299,Measles (At 9 months),R,2,1766,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
49,Child Vaccination and Immuniza,303,Full immunization,R,0,1767,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
48,Labour and Migration,249,Enrollment status,S,2,1770,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
48,Labour and Migration,249,Enrollment status,S,2,1771,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
48,Labour and Migration,250,HH Chores involvement,S,2,1772,88-Dont Know,2,Don't know-ଜଣା ନାହିଁ ,
48,Labour and Migration,251,HH Chores involvement - Before going to school,S,2,1773,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
48,Labour and Migration,251,HH Chores involvement - Before going to school,S,2,1774,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
48,Labour and Migration,252,HH Chores involvement - After coming from school,S,2,1775,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
48,Labour and Migration,252,HH Chores involvement - After coming from school,S,2,1776,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
48,Labour and Migration,253,Economic activities involvement,S,2,1777,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
48,Labour and Migration,253,Economic activities involvement,S,2,1778,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
48,Labour and Migration,254,Number of hours of involvement,S,2,1779,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
48,Labour and Migration,254,Number of hours of involvement,S,2,1780,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
48,Labour and Migration,255,Number of days of involvement,S,2,1781,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
48,Labour and Migration,255,Number of days of involvement,S,2,1782,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
48,Labour and Migration,258,Bonded labour involvement,S,2,1783,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
48,Labour and Migration,259,Child Migrated,S,2,1785,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
47,Growth Monitoring,238,Nutrition status,S,2,1788,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
47,Growth Monitoring,239,Growth monitoring chart updated,S,2,1791,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
47,Growth Monitoring,240,Referal,S,2,1793,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
47,Growth Monitoring,240,Referal,S,2,1794,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
47,Growth Monitoring,240,Referal,S,2,1795,"Yes, to MTC",2,"Yes, to MTC",
47,Growth Monitoring,242,Whether referal service availed,S,2,1796,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
47,Growth Monitoring,242,Whether referal service availed,S,2,1797,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
47,Growth Monitoring,244,Supl Nutrition,R,2,1799,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
2,School Level Information,46,Lowest class in School,S,2,1801,Class 1,2,Class 1,
2,School Level Information,46,Lowest class in School,S,2,1802,Class 2,2,Class 2,
2,School Level Information,46,Lowest class in School,S,2,1803,Class 3,2,Class 3,
2,School Level Information,46,Lowest class in School,S,2,1804,Class 4,2,Class 4,
2,School Level Information,46,Lowest class in School,S,2,1805,Class 5,2,Class 5,
2,School Level Information,46,Lowest class in School,S,2,1806,Class 6,2,Class 6,
2,School Level Information,46,Lowest class in School,S,2,1807,Class 7,2,Class 7,
2,School Level Information,46,Lowest class in School,S,2,1808,Class 8,2,Class 8,
2,School Level Information,46,Lowest class in School,S,2,1809,Class 9,2,Class 9,
37,Child Annual Information,163,Orphaned /Single parent,R,2,1810,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,163,Orphaned /Single parent,R,2,1811,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
2,School Level Information,46,Lowest class in School,S,2,1812,Class 10,2,Class 10,
2,School Level Information,46,Lowest class in School,S,2,1813,Class 11,2,Class 11,
2,School Level Information,46,Lowest class in School,S,2,1814,Class 12,2,Class 12,
37,Child Annual Information,163,Orphaned /Single parent,R,2,1815,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
2,School Level Information,47,Highest class in school,S,2,1816,Class 1,2,Class 1,
2,School Level Information,47,Highest class in school,S,2,1817,Class 2,2,Class 2,
37,Child Annual Information,165,Caste of Child,S,2,1818,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,165,Caste of Child,S,2,1819,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
37,Child Annual Information,168,Birth registration of child done?,R,2,1820,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,168,Birth registration of child done?,R,2,1821,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
2,School Level Information,47,Highest class in school,S,2,1822,Class 3,2,Class 3,
37,Child Annual Information,170,Place of Delivery,S,2,1823,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
2,School Level Information,47,Highest class in school,S,2,1824,Class 4,2,Class 4,
37,Child Annual Information,170,Place of Delivery,S,2,1825,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
2,School Level Information,47,Highest class in school,S,2,1826,Class 5,2,Class 5,
37,Child Annual Information,170,Place of Delivery,S,2,1827,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
2,School Level Information,47,Highest class in school,S,2,1828,Class 6,2,Class 6,
2,School Level Information,47,Highest class in school,S,2,1829,Class 7,2,Class 7,
2,School Level Information,47,Highest class in school,S,2,1830,Class 8,2,Class 8,
37,Child Annual Information,175,Residential status,S,2,1831,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,175,Residential status,S,2,1832,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,175,Residential status,S,2,1833,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
37,Child Annual Information,176,Month of in-migration or out-migration,S,2,1834,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,1835,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,177,Whether enrolled in Anganwadi,R,2,1836,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
37,Child Annual Information,179,Whether child getting ECE?,R,2,1837,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,179,Whether child getting ECE?,R,2,1838,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,179,Whether child getting ECE?,R,2,1839,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
37,Child Annual Information,180,Is the child Challenged?,R,2,1840,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,180,Is the child Challenged?,R,2,1841,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,180,Is the child Challenged?,R,2,1842,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
37,Child Annual Information,181,Is the child Chronically ill?,R,2,1843,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,181,Is the child Chronically ill?,R,2,1844,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,181,Is the child Chronically ill?,R,2,1845,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
37,Child Annual Information,182,Is the child Terminally ill?,R,2,1846,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,182,Is the child Terminally ill?,R,2,1847,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,182,Is the child Terminally ill?,R,2,1848,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
2,School Level Information,85,Separate Science teachers,S,2,1849,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
2,School Level Information,86,Separate Language teachers,S,2,1850,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,1851,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,1852,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
2,School Level Information,87,Separate teachers for SST,S,2,1853,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
37,Child Annual Information,183,Is the child Engagged/Married?,R,2,1854,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
37,Child Annual Information,184,Current Location of child,S,2,1855,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
37,Child Annual Information,184,Current Location of child,S,2,1856,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
2,School Level Information,84,Separate mathematics teachers,S,2,1857,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
2,School Level Information,93,Mid Day meal cook available,S,2,1858,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
2,School Level Information,94,Mid Day meal helper available,S,2,1859,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,456,Highest Class passed Husband,S,2,1860,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
2,School Level Information,95,Separate cleaning staff for MDM,S,2,1862,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
2,School Level Information,104,Separate kitchen with shed,R,2,1863,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
2,School Level Information,107,Availability of Electricity,R,2,1864,"Yes, Supply full time",2,"Yes, Supply full time",
2,School Level Information,109,Availability of Science lab,R,2,1865,99-Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,461,Residential Status,S,2,1868,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,462,Month of in migration or out migration,S,2,1871,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,462,Month of in migration or out migration,S,2,1872,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,465,MCP/MCH card available,S,2,1874,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,466,"Reasons, if not available",S,2,1877,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,471,"If no,Reason for not registering in 3 months",S,2,1879,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,486,1st ANC Urine Albumin,R,2,1882,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,487,1st ANC Urine Sugar,R,2,1885,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,487,1st ANC Urine Sugar,R,2,1886,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,487,1st ANC Urine Sugar,R,2,1887,Others,2,Others - ଅନ୍ୟାନ୍ୟ,
57,Pregnant Women,491,1st ANC Identified as High Risk,S,2,1888,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,492,1st ANC High Risk Referred,R,2,1889,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,493,1st ANC supplementary nutrition available,S,2,1890,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,500,2nd ANC Urine Albumin,S,2,1892,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,500,2nd ANC Urine Albumin,S,2,1893,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,501,2nd ANC Urine sugar,S,2,1894,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,501,2nd ANC Urine sugar,S,2,1895,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,505,2nd ANC - Identified as High Risk,R,2,1896,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,506,2nd ANC - High Risk Referred,S,2,1897,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,507,2nd ANC - Supplementary Nutrition Available,S,2,1898,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,508,MCP/ MCH Card updated - 2nd Trimester,R,2,1899,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,508,MCP/ MCH Card updated - 2nd Trimester,R,2,1900,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,519,3rd ANC - Identified as High Risk,S,2,1901,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,522,MCP/ MCH Card updated - 3rd Trimester,S,2,1902,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,522,MCP/ MCH Card updated - 3rd Trimester,S,2,1903,Not Applicable,2,Not applicable - ଏହା ଲାଗୁ ନୁହେଁ,
57,Pregnant Women,533,4th ANC - Identified as High Risk,S,2,1904,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
57,Pregnant Women,534,4th ANC - High Risk Referred,S,2,1905,Don't Know,2,Don't know-ଜଣା ନାହିଁ ,
