Form Id,Form Name,ID,Question Name,Question Type,Question Acitve Status,Odiya
60,Lactating Mothers,571,4th visit by ANM/ AWW/ASHA,S,2,4th visit by ANM/ AWW/ASHA - ଏଏନ୍ଏମ୍/ ଅଙ୍ଗନୱାଡ଼ି କର୍ମୀ/ ଆଶା ର୍ଜନ୍ମ ପରବର୍ତୀ ଯତ୍ନ ସମୟରେ ଚତୁର୍ଥ ବାର (ପ୍ରସବର ୬ ସପ୍ତାହ ପରେ) ପରିଦର୍ଶନ କରିଛନ୍ତି
60,Lactating Mothers,572,Received complete post natal care and advice,S,2,Received complete post natal care and advice - ଜନ୍ମ ପୂର୍ବର ସମସ୍ତ ଯତ୍ନ ଏବଂ ଉପଦେଶ ଗ୍ରହଣ କରିଛନ୍ତି କି
60,Lactating Mothers,573,Additional visit - 14th Day,S,2,Additional visit - 14th Day - ଅତିରିକ୍ତ ପରିଦର୍ଶନ- ୧୪ ଦିନରେ କରିଛନ୍ତି କି
60,Lactating Mothers,574,Additional visit - 21st Day,S,2,Additional visit - 21st Day - ଅତିରିକ୍ତ ପରିଦର୍ଶନ- ୨୧ ଦିନରେ
60,Lactating Mothers,575,Additional visit - 28th Day,S,2,Additional visit - 28th Day - ଅତିରିକ୍ତ ପରିଦର୍ଶନ- ୨୮ ଦିନରେ କରିଛନ୍ତି କି
60,Lactating Mothers,576,Supplementary nutrition - Post Natal: 1- 3 months,S,2,Supplementary nutrition - Post Natal: 1- 3 months - ଅତିରିକ୍ତ ପୁଷ୍ଟି- ଜନ୍ମ ପରବର୍ତୀ  (୧- ୩ ମାସ) ସେବା ପାଇଛନ୍ତି କି
60,Lactating Mothers,577,Exclusive Breast Feeding: 0 - 3 months,S,2,Exclusive Breast Feeding: 0 - 3 months - କେବଳ ସ୍ତନ୍ୟପାନ: ୧- ୩ ମାସ
60,Lactating Mothers,578,Supplementary nutrition - Post Natal: 4 - 6 months,S,2,Supplementary nutrition - Post Natal: 4 - 6 months - ଅତିରିକ୍ତ ପୁଷ୍ଟି- ଜନ୍ମ ପରବର୍ତୀ ( ୪- ୬ ମାସ) ସ୍ୱାସ୍ଥ୍ୟ  ସେବା ପାଇଛନ୍ତି କି
60,Lactating Mothers,579,Exclusive Breast Feeding: 4 - 6 months,S,2,Exclusive Breast Feeding: 4 - 6 months - କେବଳ  ସ୍ତନ୍ୟପାନ: ୪- ୬ ମାସ
60,Lactating Mothers,580,Complementary feeding,S,2,Month Complementary feeding Started - ମା କ୍ଷୀର ସହିତ ଆନୁଷଙ୍ଗିକ ଖାଦ୍ୟ ଖୁଆଇବା
60,Lactating Mothers,581,Enrolled in AWC,S,2,Enrolled in AWC - ଅଙ୍ଗନୱାଡ଼ି କେନ୍ଦ୍ରରେ ପଞ୍ଜୀକୃତ
60,Lactating Mothers,582,Anganwaadi Centre Name,T,2,Anganwaadi Centre ID - ଅଙ୍ଗନୱାଡ଼ି କେନ୍ଦ୍ରର ପରିଚୟ ସଂଖ୍ୟା
3,Anganwadi Centre Information,596,Boys referred to referal,T,2,0
3,Anganwadi Centre Information,597,Girls referred to referal,T,2,0
48,Labour and Migration,599,Place of Migration,S,2,0
48,Labour and Migration,600,Sector of work,S,2,0
48,Labour and Migration,601,If others specify,T,2,0
2,School Level Information,602,Total Other Boys (Religion),T,2,0
2,School Level Information,603,Total Other Girls (Religion),T,2,0
69,Testing Form,604,Name,T,2,name -ନାମ 
49,Child Vaccination and Immuniza,605,Pentavalent - 2,S,2,Pentavalent - 2 - ପେଂଟାଭାଲେଂଟ - ୨
49,Child Vaccination and Immuniza,606,Pentavalent - 2 Date,D,2,Pentavalent - 2 Date - ପେଂଟାଭାଲେଂଟ - ୨- ତାରିଖ
2,School Level Information,607,Total No of Children with special need,T,2,ସ୍ୱତନ୍ତ୍ର ଧ୍ୟାନ ଦେବାକୁ ପଡୁଥିବା ଶିଶୁ ଙ୍କ ସଂଖ୍ୟା
70,Mortality,608,Select Mortality,R,2,ମୃତ୍ୟୁ  ସଂଖ୍ୟା
70,Mortality,609,Child Name,T,2,ଶିଶୁ ର ପରିଚୟପତ୍ର
70,Mortality,610,Time of Death for Neo-Natal/Child Death,S,2,ନବଜାତ ଶିଶୁ / ଶିଶୁ ମୃତ୍ୟୁ  କରିଥିବା ବୟଷ
70,Mortality,611,Mother Name,T,2,0
70,Mortality,612,Time of death for maternal death,S,2,ମାତୃ ମୃତ୍ୟୁ କରିଥିବା ସମୟ
70,Mortality,613,Place of Neo-Natal/Child Death,S,2,ମାତୃ ମୃତ୍ୟୁ କରିଥିବା ସ୍ଥାନ
70,Mortality,614,Whether Neo-Natal/Child death registered,R,2,ମାତୃ ମୃତ୍ୟୁ ପଞ୍ଜିକରଣ ହୋଇଛି କି
70,Mortality,615,Date of Neo-Natal/Child Death,D,2, ମୃତ୍ୟୁ ହୋଇଥିବା  ତାରିଖ
70,Mortality,616,Reason for Neo-Natal/Child death - government record,T,2, ସରକାରୀ ତଥ୍ୟ ଅନୁଯାୟୀ ମୃତ୍ୟୁ ର କାରଣ
70,Mortality,617,Reason for Neo-Natal/Child death - household,T,2, ପରିବାର  କହିବା ଅନୁଯାୟୀ ମୃତ୍ୟୁ ର କାରଣ
3,Anganwadi Centre Information,618,Is Referral Data Available,S,2,ପ୍ରେରଣ ହୋଇଥିବା ତଥ୍ୟ  ଅଛି କି
69,Testing Form,619,drop down list,S,2,0
69,Testing Form,620,radio,R,2,0
37,Child Annual Information,621,Is Child less than 1 Year Old,S,2,ଶିଶୁ ର ବୟସ ଏକ ବର୍ଷ ରୁ କମ କି
48,Labour and Migration,622,Remarks,T,2,ମନ୍ତବ୍ୟ
73,Child camp welfare,628,Child Details,S,2,0
73,Child camp welfare,629,Child Information,C,2,0
73,Child camp welfare,630,Any Date,D,2,0
73,Child camp welfare,631,Past Date,D,2,0
73,Child camp welfare,632,Current Date,D,2,0
73,Child camp welfare,633,Future Date,D,2,0
73,Child camp welfare,634,Child Who attended the welfare program,T,2,0
73,Child camp welfare,635,Child Who are yet to attend the program,T,2,0
73,Child camp welfare,636,Total children,T,0,0
73,Child camp welfare,637,total child,T,0,0
74,Women Health organization,638,No of womens from south region,T,2,0
74,Women Health organization,639,No of womens from north regoin,T,2,0
74,Women Health organization,640,total strength of women,T,2,0
74,Women Health organization,641,Child,S,2,0
74,Women Health organization,642,Current women health organization,D,2,0
74,Women Health organization,643,Past Women Health organization,D,2,0
74,Women Health organization,644,Future Women Health organization,D,2,0
74,Women Health organization,645,All Women Health organization,D,2,0
74,Women Health organization,646,test auto,T,2,0
73,Child camp welfare,647,Total Children count,T,0,0
69,Testing Form,648,single text for api type,T,0,0
69,Testing Form,649,Dropdown api type question,S,2,0
69,Testing Form,650,api type text,T,2,Testing Form
50,Child Education,651,Associated school under our intervention area,S,2,Associated school under our intervention area-ଅସସଚିରେଟେଡ଼  ସ୍କୁଲ  ଉନ୍ଦେର  ଔର  ଇଣ୍ଟେରଭେଣ୍ଟିଓଂ  ଆରେଏ
51,School Education Retention,652,No of days absent in last quarter,T,2,No of days absent in last quarter - ଅନୁପସ୍ଥିତ ଦିନ ସଂଖ୍ୟା (ଗତ ତିନିମାସ ମଧ୍ୟରେ)
37,Child Annual Information,653,Child Enrolled in Anganwadi under our Intervention Area,S,2,Child Enrolled in Anganwadi under our Intervention Area- ନିଜ ପ୍ରକଳ୍ପ ଭିତରେ ଥିବା ଅଙ୍ଗନବାଡି କେନ୍ଦ୍ର ରେ ପଞ୍ଜିକରଣ ସ୍ଥିତି
60,Lactating Mothers,654,Child enrolled in Anganwadi Under our Intervention Area,S,2,Child enrolled in Anganwadi Under our Intervention Area ନିଜ ପ୍ରକଳ୍ପ ଭିତରେ ଥିବା ଅଙ୍ଗନବାଡି କେନ୍ଦ୍ର ରେ ପଞ୍ଜିକରଣ ସ୍ଥିତି
49,Child Vaccination and Immuniza,655,Is Pentavalent Given,R,0,Is Pentavalent Given-
54,Village Information,656,Is Primary School under our intervention area,S,2,Is Primary School under our intervention area ପ୍ରକଳ୍ପ ଅଂଚଳରେ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟ ରହିଛି କି
54,Village Information,657,Is Upper Primary School under our intervention area,S,2,Is Upper Primary School under our intervention area ପ୍ରକଳ୍ପ ଅଂଚଳରେ ଉଚ୍ଚ ପ୍ରାଥମିକ ବିଦ୍ୟାଳୟ ରହିଛି କି
54,Village Information,658,Is Secondary School under our intervention area,S,2,Is Secondary School under our intervention area ପ୍ରକଳ୍ପ ଅଂଚଳରେ ଉଚ୍ଚ ମାଧ୍ୟମିକ  ବିଦ୍ୟାଳୟ ରହିଛି କି
54,Village Information,659,Is Higher Secondary School under our intervention area,S,2,Is Higher Secondary School under our intervention area -ପ୍ରକଳ୍ପ ଅଂଚଳରେ ମହା  ବିଦ୍ୟାଳୟ ରହିଛି କି
54,Village Information,660,Is Anganawadi under our intervention area,S,2,Is Anganawadi under our intervention area  ପ୍ରକଳ୍ପ ଅଂଚଳରେ ଅଙ୍ଗନବାଡୀକେନ୍ଦ୍ର ରହିଛି କି
54,Village Information,661,Aganwadi Name,T,2,Aganwadi Name-ଅଙ୍ଗନବାଡୀକେନ୍ଦ୍ର ର ନାମ
54,Village Information,662,Is SHC under our intervention area,S,2,Is SHC under our intervention area ପ୍ରକଳ୍ପ ଅଂଚଳରେ ଉପ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ର ରହିଛି କି
54,Village Information,663,Is PHC under our intervention area,S,2,Is PHC under our intervention area  ପ୍ରକଳ୍ପ ଅଂଚଳରେ ପ୍ରାଥମିକ ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ର ରହିଛି କି
54,Village Information,664,Is CHC under our intervention area,S,2,Is CHC under our intervention area  ପ୍ରକଳ୍ପ ଅଂଚଳରେ ଗୋଷ୍ଠୀ  ସ୍ୱାସ୍ଥ୍ୟ କେନ୍ଦ୍ର ରହିଛି କି
70,Mortality,665,Place of Maternal Death,S,2,Place of Maternal Death ମାତୃମୃତ୍ୟୁ ହୋଇଥିବା ସ୍ଥାନ
70,Mortality,666,Whether Maternal death registered,R,2,Whether Maternal death registered ମାତୃମୃତ୍ୟୁ ପଞ୍ଜିକରଣ ହୋଇଛି କି 
70,Mortality,667,Date of Maternal Death,D,2,Date of Maternal Death -ମାତୃମୃତ୍ୟୁ ହୋଇଥିବା ତାରିଖ
70,Mortality,668,Reason for maternal death - government record,T,2,Reason for maternal death - government record- ସରକାରୀ ତଥ୍ୟ ଅନୁଯାୟୀ ମୃତ୍ୟୁ ର କାରଣ
70,Mortality,669,Reason for maternal death - household,T,2,Reason for maternal death - household  ପରିବାର ଙ୍କ ମତନୁଯାୟୀ ମାତୃମୃତ୍ୟୁ ହୋଇଥିବା କାରଣ 
